order,Target 1,attribute a,attribute b,Target 2,attribute a,attribute b,Target 3,attribute a,attribute b,Target 4,attribute a,attribute b,Target 5,attribute a,attribute b,Target 6,attribute a,attribute b,Target 7,attribute a,attribute b,Target 8,attribute a,attribute b,Target 9,attribute a,attribute b,Target 10,attribute a,attribute b,Target 11,attribute a,attribute b,Target 12,attribute a,attribute b,Target 13,attribute a,attribute b,Target 14,attribute a,attribute b,Target 15,attribute a,attribute b,Target 16,attribute a,attribute b,Target 17,attribute a,attribute b,Target 18,attribute a,attribute b,Target 19,attribute a,attribute b,Target 20,attribute a,attribute b
187,5.821847688,6.105060315,5.813677066,6.258167585,6.069032156,6.087048901,5.866689636,5.659190658,5.748999721,5.759644831,5.566392208,5.595929492,5.935218275,5.992349371,5.985794126,5.840970082,5.674677708,5.808128013,6.158699993,5.452702428,6.099232921,5.659871113,6.106265588,5.785884372,5.819375113,5.947234022,5.532804987,6.060414332,6.111100987,5.9845408,6.062844272,5.976272032,5.523279548,5.898313248,6.041197284,6.04760143,6.262290946,6.060952846,5.911499033,6.213370623,5.987771585,5.964059076,6.058263016,6.00227803,5.988291103,5.696683432,5.892443196,6.035299227,6.03156029,5.768564612,5.99189382,5.816911321,5.929157272,5.8399485,5.957879929,5.558247799,5.55042354,6.081918774,6.078998534,5.6683069
188,5.87004851,5.903932466,6.014867821,6.200567685,5.948990537,5.778267616,6.098345655,5.700096341,5.696348254,6.212802031,5.877719849,5.864723795,5.844087775,6.02780903,5.702928561,5.941682187,5.993355145,5.692447581,5.94915435,5.648609844,5.513976301,5.965230378,5.936604001,5.697748851,5.861934837,5.911048138,5.560092608,5.896549752,6.099350176,6.106039194,6.015851842,5.911190501,6.020667283,5.708640212,5.897574031,5.739444289,5.71569452,5.987191288,5.785155119,5.665359369,5.782142666,5.968479678,5.846114466,5.853309449,5.444377167,5.652313072,5.567336983,6.076056457,6.002558898,5.944839618,5.665761891,5.800767852,6.105784036,5.508098081,5.663609738,6.1199645,5.664373843,5.749916765,5.901165265,5.902746337
189,6.015103733,5.92739483,5.870261766,6.229508009,5.465591824,5.825486483,5.843968009,5.819381039,5.947643642,6.270054063,5.626112538,5.827471015,5.85715618,5.881796828,5.986804854,6.131340223,5.972878113,6.098950278,5.888876125,5.862140044,5.666890062,5.839892657,5.994375835,5.924190184,6.197982822,6.053156668,6.077957126,5.673566935,5.558298787,5.444786714,6.263146023,6.03481589,5.583970662,6.25370797,5.767808038,6.072707655,5.965428485,5.470873529,6.074081696,5.824512549,6.077794203,5.536612053,6.273724269,5.92891993,5.779656483,6.066752458,5.975445884,6.09513323,5.872027774,5.500419142,5.722872308,6.1746111,6.017683718,5.700522423,6.07906597,5.784527145,5.863378662,6.05312735,5.844812611,5.65519832
190,5.800260467,5.598760124,5.956098169,5.680476203,5.907686608,5.716965972,6.157392202,5.514886258,5.618626664,6.253446069,5.535683314,6.073615164,6.183845069,5.743602841,5.886235097,6.145041256,6.087055511,5.86114735,6.261234798,6.049648844,5.591869115,5.933750002,6.101734343,5.757453012,5.76042128,6.08189399,5.827976267,6.203950332,5.546051995,5.871817338,5.964665784,5.721274934,5.49486816,6.11839165,5.842844364,5.552223338,5.79322113,5.607515168,6.017078569,5.830445909,5.844962027,5.6194236,6.145254551,6.052787703,5.531383451,6.028867061,5.817024926,6.090441162,6.241799227,5.911329091,6.066622166,5.979929479,6.124886503,5.959289823,6.120176808,6.055556062,6.059089504,5.97139343,5.497893206,5.591270251
191,6.133968295,5.754114004,5.873409093,6.034766909,5.97282737,6.082682188,6.044415317,5.603315933,6.055077979,6.306870762,5.626861075,6.105909841,5.855583946,5.63843247,5.879479267,5.955292581,6.024021465,5.656395388,6.31037473,5.954865876,5.914029185,6.086269751,6.039970796,5.600456185,6.072099979,6.098148429,5.6632595,6.257376593,5.746476068,5.903237232,6.035945081,5.625028115,5.791094227,6.08129335,5.679377958,6.105398072,6.190339116,5.887313668,5.559229058,5.831979607,5.761797321,6.093687725,6.232916304,6.105305196,6.101992165,6.120533086,5.941447527,5.500211434,5.949386721,5.922249628,5.634102613,6.066212873,5.899036374,5.688855553,5.943889115,5.989378615,5.579962196,5.913197206,5.849238879,5.57415595
192,5.889883753,6.148288365,6.150572842,6.100111344,5.793465994,6.023292337,6.257272205,6.01887034,5.523990151,6.235588913,5.766946254,6.120963961,5.921614195,5.624072893,6.144692011,6.121508757,6.046986228,5.670861622,6.324602702,5.685644674,6.053972266,6.096233426,6.027747286,6.04319067,6.249072028,6.050643417,5.620887154,6.177912441,6.012461265,5.708600543,5.905998325,6.139571941,6.027876817,6.091338312,5.488681268,5.866612391,6.060404224,5.943140482,6.035998961,5.858121901,5.890495713,5.994293361,6.285820822,5.976144797,5.951163642,6.055431397,5.785751136,5.837139889,5.95754814,5.515266348,5.896683095,6.082639657,6.037047157,5.631182158,5.928047,5.845276907,5.733863048,6.210620401,5.6117841,5.885538846
193,6.139122169,6.046996418,6.046416336,6.03032707,5.916207058,5.829319789,6.205593118,5.772753826,5.798076849,5.993166535,6.052844989,5.736705008,5.998230993,5.509266983,5.956509804,5.880568196,5.793258465,6.028323957,5.834369823,5.635770165,5.549418242,6.245023574,5.949701743,6.070285824,6.231079448,6.10394658,5.591983084,6.246427698,6.042044015,6.003322939,6.093907244,5.724999678,5.563640119,5.997729294,6.043698513,6.028557306,6.251023397,6.082620097,5.808178378,6.261098509,5.927534112,6.032834353,6.174048438,5.471846887,5.814183559,6.291497824,6.030660762,6.014128871,6.121322996,6.140841213,6.016273124,6.085614064,6.07482006,5.71355286,5.754053448,5.79838652,5.840253349,5.939083065,5.928400216,5.846560546
194,6.033825015,6.04003358,5.593450034,5.660969103,6.039321923,5.745578141,5.975043167,6.035682978,5.764976744,5.988139944,5.75038194,6.065299641,5.981818252,6.052950231,6.127862603,5.969419813,5.875442289,6.04580143,6.085197498,5.823720208,5.835309932,5.805602076,5.915537627,6.031569901,6.124113389,5.490448773,5.713817014,6.264241376,5.771862146,5.731972902,5.982049906,5.944771598,5.943598373,5.931048821,5.937437023,6.060536365,6.202706187,5.49282618,6.045530109,6.154738593,5.973121415,5.913050032,6.002040689,5.812488601,5.458524682,6.029148818,5.774925997,5.699147422,5.962052409,5.558524975,5.997516097,6.109301556,5.92229323,6.061418414,6.148060282,5.943020318,5.686260573,5.743966075,6.097025408,5.561405981
195,6.300554773,6.115467451,6.156425755,6.132019982,5.882834068,5.879217245,6.235434019,6.057147146,5.925356927,6.227505213,5.991969431,5.603749607,6.176938539,5.483939438,5.496377874,5.883225182,6.129773782,5.941089549,6.050541059,5.996359184,5.861811201,6.179551025,5.962561753,6.069690257,6.165528806,6.147118791,5.65021852,5.752701588,6.006913934,5.957018247,5.872503646,6.098536238,5.489435637,5.982777776,5.572277497,5.672423477,5.801185727,5.632580417,6.158315179,6.116590346,5.871074746,6.085287089,6.021024529,6.081790279,6.056436373,6.14247144,5.707568051,5.951772453,6.224325541,5.522662582,5.872035858,6.179806622,5.747249871,5.76045346,5.726716051,5.954536535,5.524055896,6.114440825,5.598367223,5.513383658
196,6.048099538,5.880919843,5.670266177,6.024987841,6.039055211,5.634141631,6.180903593,6.089707798,5.672876864,6.234146273,5.709186201,5.896779106,6.118782549,5.995186276,5.818394755,6.25634598,6.096702003,5.718453862,6.214063853,5.495068756,5.541204784,6.153827633,5.643600597,5.530288609,5.821750352,5.995809085,5.83298871,6.053762782,6.17042181,5.655328567,5.869828277,6.159723716,5.588311266,6.187642554,6.106658889,5.782772914,6.047325594,5.631223051,5.950295891,6.137587018,6.027230016,5.618526568,6.015246059,6.011227489,5.748373868,5.944550477,6.142550769,5.79732644,5.9629157,6.154488564,5.508929115,6.076223347,5.918508741,5.514696655,6.208352346,5.807376311,5.890370888,6.291298441,6.043595488,5.68576212
197,5.973723107,5.946488294,5.691900907,5.743905925,6.031346218,6.057654807,6.298739938,5.874753239,6.029353615,5.819361117,5.881098414,6.117738147,6.292470325,5.492900415,5.511507993,6.162863103,6.125410442,5.972658132,5.795796595,5.934038557,6.124597056,5.743483575,5.988470844,6.071186232,5.883361615,5.751892038,6.01042858,6.151909329,6.160242632,6.118081825,5.911847272,5.955126753,5.750255591,5.923121088,5.974488654,5.576844623,5.755806667,5.988392434,6.056926871,6.110535472,5.757801789,6.054118636,6.091635458,6.166957521,6.027341088,6.043107081,5.630923021,5.767102212,6.108856892,5.768202156,5.889103712,5.997216421,5.923496994,5.741565295,6.122039583,5.878123048,6.124713707,6.241353749,5.98584125,5.815312753
198,6.020097702,6.140157944,5.684108485,6.24886142,6.085108742,5.92358557,6.169344452,6.171008491,5.80216928,5.864286749,5.602213563,6.062496517,6.201504078,5.515550773,5.793582325,6.293032332,6.046478854,5.605402614,6.225345629,5.570689811,5.911623737,5.993668888,5.59576933,5.785220704,6.187073469,6.133626601,5.518186433,6.223525523,5.892956002,6.012629785,5.74880148,5.589024309,6.136749036,5.855019983,6.048263788,5.680390507,6.050215881,5.845751229,5.672651882,6.259256475,5.610525298,5.638722161,6.265916388,6.017583454,5.905556243,6.325198353,5.869125857,5.91358226,6.236419379,5.908280109,5.957814018,6.040009447,5.628847343,5.52633858,5.856679895,5.581976831,6.142055425,6.199865662,5.691754678,5.66593859
199,6.242844652,6.155264,5.832431618,5.823772649,5.834613138,6.100953346,5.745378003,5.727806087,5.951324922,6.021424857,5.862409737,5.52731727,6.201753419,6.112486124,5.60305831,6.065953723,6.131679285,6.172253768,5.867234169,5.990369065,5.733508673,6.029472389,5.957240829,5.784707785,6.145477575,6.07730965,5.75582203,5.989682943,5.945458842,5.904666629,5.807572336,5.995192081,5.786024027,5.797229576,5.890471275,5.762327698,5.779325249,5.687548704,6.039978141,6.259352278,5.588488707,5.56188035,6.039726986,6.144159643,5.673189916,6.21200772,5.649669683,5.997240264,6.040427489,6.086868613,5.694836019,5.967067134,6.138072429,5.949989868,5.846912955,5.609624507,5.998784084,6.190641735,5.975205105,5.97870138
200,6.102200397,6.0864475,6.161813292,5.920826085,5.564180305,5.901768718,6.163038432,6.143445044,5.753375673,5.815813226,5.999002509,5.532724149,6.047374929,5.953745177,5.624200539,6.243170669,5.928019271,5.520177087,5.894306501,5.725482031,6.164294274,6.14294683,6.144507,5.777702598,5.872948903,5.748527095,6.083778316,5.864730685,6.117217239,6.027766959,6.023288446,5.654205488,6.178411899,6.050980679,5.934589449,5.971056427,6.259875778,5.543049038,5.740646619,5.861602709,6.105802296,5.755857571,6.197631269,5.839180537,5.567323327,5.7752749,5.778480893,6.167628897,6.215330861,5.738951508,5.84137447,6.19204504,6.113505241,5.984366226,6.150409384,5.769452144,6.112201975,6.32054809,6.103353422,5.802300098
201,6.162046299,6.063138971,6.014153992,5.934761758,5.831436371,5.870955602,5.953793694,6.135345503,5.935893786,6.151310474,5.86740226,5.81129642,5.818221807,5.620923497,6.065328425,5.725062559,6.006687159,5.87389224,6.17248645,5.911326038,6.109930784,5.851474869,5.646867865,6.108681727,6.117867981,5.661574602,5.994101999,6.272969569,5.781498434,5.802573739,6.258789406,5.795311477,6.176386158,6.303274828,5.783645194,5.874717691,6.258813159,5.648620907,5.9073187,6.058714555,5.750236239,6.156371935,6.156089956,6.171750871,5.506232258,6.086828164,6.152960114,5.793735853,6.148342745,6.110992001,6.027755801,6.27213811,5.624381141,6.187702843,5.809214529,5.905166435,5.528521314,6.167077071,5.651171234,5.728520247
202,6.058899172,6.102914696,5.661428381,6.153486751,5.553131799,5.751395038,5.762410985,6.101848462,6.027172013,6.21639804,6.188811907,5.835633316,5.892507082,5.794150808,6.050748042,6.282112317,5.907081409,5.561570688,6.030676127,6.05308001,6.167176166,6.239458753,5.725735251,5.974454233,6.316389951,5.907898341,5.545480351,5.964325517,6.065131252,5.62198627,6.094616266,5.541611835,5.724862115,6.261082605,5.82939251,5.697651096,6.080244634,5.597149541,5.89276235,5.823747798,5.769336245,6.105246267,5.97704949,5.832486978,5.688176928,5.99032926,5.87120378,5.77368579,6.066618992,6.128315771,6.142345561,5.928020674,6.087664443,5.964450287,6.079936555,6.173881449,5.549687412,6.171353803,5.760755002,5.774242198
203,6.347584726,5.872536514,5.801222704,6.262597905,5.909963453,6.014414567,5.945375227,6.020744216,5.78168432,6.251349151,6.11271996,6.107697038,5.94426508,5.896612027,5.886872837,6.363297454,5.60877956,5.592495738,6.091868058,5.912189977,5.916523342,6.331984847,5.765409566,6.13956032,6.089779743,5.934487492,5.551556379,6.068731491,5.965654448,6.126853712,6.305275848,5.827128886,5.871252272,5.898973204,5.970762652,5.907518086,6.063277215,5.686977873,5.986149297,6.113992346,6.148323124,5.606967868,5.728630869,6.002294884,6.036316124,5.841922603,5.610221319,6.158786225,6.319960423,6.132206973,5.613414475,5.877211163,6.10020837,6.03534148,5.967227089,5.870602159,6.131748799,5.855942809,5.577184827,5.662414605
204,6.102520606,5.566771912,5.628370444,5.863342072,6.142340372,5.631958586,6.342442873,6.054325875,5.531724508,5.935877639,5.708230814,5.65846853,6.188619479,5.883456004,5.573432964,6.178097086,5.944882869,5.601329181,6.329094586,5.772681189,5.652198731,6.073346153,5.713418873,5.808321846,6.328534007,6.090172844,5.941469194,6.188342794,5.630269088,6.047890904,6.142899458,5.624789063,6.080463185,6.290333813,5.67501082,6.068309683,6.339406381,6.087843965,5.997038035,6.124231553,5.740027541,5.713092813,6.037654326,5.528395898,5.6275738,6.014265324,6.056537539,5.830647504,6.198944129,6.132047216,5.625415464,6.032473113,5.669108051,6.133608178,5.901717625,5.947667992,5.686658673,5.906450669,5.665923105,6.180057465
205,6.248903576,5.583176314,6.057231555,6.107665192,6.165985314,5.916244402,5.818208152,5.711013528,5.842674101,6.158162797,6.10320725,5.569005482,6.218140372,6.203327669,5.842048556,5.897517889,5.900824996,5.85668787,6.259337252,5.67235397,6.131460276,6.3159152,5.904768522,6.077394962,6.031998347,5.611986242,5.676066156,6.212048052,5.880130805,6.014756056,6.046671139,5.980721953,5.776387475,6.273508782,5.912813741,5.750489071,6.054566227,5.692047265,5.631708028,5.856439821,5.769409361,6.186885788,6.030207467,5.805552205,6.20190153,6.27111972,5.938660978,5.827777477,6.353472514,5.53908431,5.968603788,6.057727056,5.908123782,6.042497195,5.912394052,5.599020116,6.1654203,6.054956485,6.201849524,5.5562894
206,6.167940621,5.564557323,6.20422967,5.968719234,5.522073002,6.209489166,6.160713521,6.026007953,6.119710504,5.922938247,5.681552271,5.78876207,5.985740522,5.744285656,6.194816373,5.765390588,5.938751423,5.568927668,6.248157474,6.179804919,5.534992724,5.946526009,5.998365127,5.747116176,6.107761018,6.085619436,6.032423704,6.282139448,6.067937887,6.135936836,6.18458492,5.98753094,5.602702583,5.847028374,5.752609925,5.866984038,5.880382704,6.170396759,5.723442306,6.30806889,5.949556128,5.994056523,6.160639288,6.042708827,5.941765034,6.266276973,5.590433566,5.853719132,6.242393824,6.205495274,5.966400314,5.865846958,6.204322443,5.545796616,6.003636221,5.861746333,5.686999158,5.928995461,6.176589142,6.201482335
207,5.935006665,5.942023568,5.725139025,6.166369125,5.677609401,5.973769385,6.134601529,6.135838174,6.1820297,6.311962985,6.132663514,5.891280881,6.388740987,6.011237063,5.935285591,5.943498588,5.659139282,5.903687052,6.211212321,5.979760944,5.795370145,6.247308436,5.612858992,5.926509911,6.041284483,5.610635513,5.779741053,6.197281998,6.092376984,6.035951389,6.264482236,5.715025949,5.561798513,5.845708594,5.78318269,5.749299107,6.272274469,5.73818497,5.731835405,5.898838282,5.637978958,5.905615384,5.92472037,5.687981174,5.981980566,6.114454422,6.206215245,6.146096401,6.297187907,6.055700667,5.77036866,5.928551953,6.041876228,6.193017205,5.966507236,5.701561946,6.080968922,6.041543385,5.879934298,5.879778415
208,6.062834602,5.601951887,5.754204881,6.30194795,5.659130461,6.011380244,6.168943152,6.113729571,6.060540617,6.340087012,6.135908847,6.061471558,6.340713094,6.023673434,5.561449386,6.094722611,6.20061815,5.713152378,6.055014008,5.566090534,6.144483415,6.202340139,5.975063874,5.905746696,6.06631135,5.553207227,6.181165949,6.331822312,5.75320145,5.744806897,5.829185343,5.901682262,6.035820201,6.065032319,6.108734721,5.962743628,6.298788139,5.552610981,6.134743448,6.207876398,5.830503515,5.878007098,6.221291224,5.786238213,6.19429415,5.898033133,5.785266362,6.039012395,6.060713931,6.122367737,5.977889319,6.331660234,5.592022203,5.95727393,5.901300737,5.954543493,6.230990354,6.237334786,5.661343907,6.017913351
209,5.81831565,5.875344023,6.16297674,6.172894141,5.656763669,5.952755029,5.807379871,5.911640505,5.681889042,5.9572534,5.833088669,5.655088021,6.176641036,5.799524115,6.111619764,6.123300768,5.963269092,5.958234335,5.949470111,6.077659152,6.049502446,6.138017569,5.710733975,5.941624994,5.936661198,5.680264113,5.889683235,6.109324147,5.627867032,5.857866102,5.749783511,5.754946871,5.949795494,5.819138281,5.949037982,6.235945522,6.02554218,6.043897453,6.141582786,6.115132112,5.861108912,6.013503584,6.159812371,5.904323629,5.801294895,6.353471797,6.138707252,6.180692278,6.239159971,5.901802259,6.093210596,5.964825198,5.668567485,5.792938564,6.208931752,6.215854276,5.994420778,6.114015261,6.118451376,5.970092386
210,5.952981972,5.669640424,5.89999585,6.259501457,6.187806659,5.965798356,6.055556504,6.022207921,5.822422526,6.251946031,6.067403011,6.034176686,6.167865981,5.826200304,5.624888596,5.91582058,5.749607709,6.144576519,6.235688044,6.150817498,6.004800614,6.118838903,6.059005088,6.222394504,6.322673162,5.558706731,5.84796875,6.215766771,6.10547891,5.806828881,6.323941177,5.863458228,6.10452318,5.975257374,6.185351379,5.601622154,6.101157998,5.726063897,6.179968909,6.25486449,5.647523203,5.644003914,6.184850455,5.819167024,5.619649353,6.000607308,6.018763352,6.056700269,5.902989951,5.787325172,6.041369202,5.822238881,5.876076708,5.826097733,5.750657406,6.138295876,6.207393429,6.165697479,5.792928931,6.124494561
211,6.238455767,6.107269275,6.173499778,6.215149693,5.795513318,5.846460495,6.258762872,5.772371203,6.151910576,5.891164769,5.556646473,6.214147518,5.912726523,6.09292768,6.149157941,6.064679861,5.954813111,5.955552554,6.007179883,6.110991458,6.196171996,6.184116333,6.103210374,6.047730766,6.34726312,5.869265894,5.652654471,5.961138586,5.778959539,6.075357488,6.127219816,5.903883418,6.112420155,5.897493251,5.880175175,6.094186464,6.291669014,6.239301513,5.953514649,6.081372168,6.17335632,5.556563156,5.87497503,5.866086499,6.128044294,6.04778412,5.743597868,5.753092706,6.004269344,5.963554368,6.17536128,6.066179066,6.190136973,6.133570974,6.301347135,6.055059505,5.624313864,6.192888091,5.762880798,6.161070594
212,6.163271246,6.048176348,5.611170017,6.29673708,5.610526539,6.184258026,6.201084711,6.010978266,6.17518719,6.059975252,6.234087646,6.161096481,6.173115105,6.16834465,6.079779443,6.05212651,6.079366018,5.929454864,6.309788862,6.019579357,6.226994295,5.880163761,5.974459056,5.651817882,6.165533729,5.795288383,5.801953246,6.270380004,5.636681664,5.737317944,5.773443829,5.847831025,6.051932009,6.311299442,6.002321844,6.092310415,6.053231327,6.125374526,5.748896822,6.159598647,6.106442808,5.768899229,6.24178535,5.931895119,5.673088604,6.075610519,5.933478149,5.650248054,6.017819004,6.139758438,5.633915291,6.270476811,5.945997575,6.016635987,5.965678552,5.89319751,5.864409191,6.33882991,6.006938359,5.606167342
213,6.097651347,5.905856287,5.925446971,6.37919216,5.910826854,6.222511423,6.279938569,5.873219718,6.172739207,6.001420447,5.880673243,6.161430526,6.321935033,6.196995022,5.663443006,5.885246933,5.961237217,5.79640938,6.003799791,6.173600732,6.106002984,5.978070123,5.976429228,5.653507023,6.247604053,6.036116067,6.058859573,6.125038762,5.933701222,5.772466063,6.230092402,6.204444839,6.088063244,6.297660397,5.834990109,5.70386893,5.900540528,6.202216604,5.920544414,6.316097747,5.930364397,5.898647415,6.244889237,6.022937438,5.716828967,6.32934682,5.825845424,6.075661931,6.083636566,5.744669777,5.691599159,6.165176355,6.158542416,5.86095558,6.242634683,5.785204992,5.876803258,6.038008125,5.71308468,6.117070492
214,5.85823752,6.020630905,6.221714167,5.934713868,5.576754743,6.0798868,5.873118838,6.111862167,5.783702981,6.121550306,5.65736826,5.885883256,5.862950331,5.986249022,6.157225184,6.366786707,5.602177448,5.778416259,5.913923269,5.578972053,5.67523551,6.093488045,6.184884218,6.145973809,6.202253806,6.041783984,6.122813014,5.829202875,6.212802343,6.093002661,6.009148942,6.067769546,5.62591661,6.015010979,6.106403498,6.156188438,5.844995407,6.197998769,5.642256747,6.246624905,5.885795601,5.839907893,6.272049831,5.903821835,5.647800323,6.003166607,5.729659232,6.23919706,6.391145943,5.667230966,5.590618304,6.157020567,5.618583355,6.115754782,5.96113261,5.656365821,6.164453184,6.132021618,5.981646427,5.812843503
215,6.261152166,6.197753047,6.056740282,5.783724438,6.122085252,6.222061642,5.991333014,5.973937435,6.158497974,6.396564897,6.187974393,5.709193295,5.894541292,5.669200809,6.056457857,6.116000678,5.972709498,5.939582242,6.334175883,6.12109475,5.913183854,6.187015363,6.0691123,5.632387719,6.307949906,5.965030918,6.140111938,6.028365876,6.029081034,5.73364575,6.003198222,5.616461761,5.909433828,5.8724272,5.613584029,6.154230784,6.248673763,5.955518384,5.988728351,5.954929666,6.230223692,6.025260111,5.922429363,5.754354576,5.987776297,6.336147116,5.987463236,5.912020928,6.156052126,6.171631988,6.103591602,5.891400736,5.715172173,6.125894701,6.255076544,6.171361302,6.14707433,6.175361453,5.650254466,5.944564134
216,5.934715407,6.010376654,5.797884266,6.126126345,5.764590846,6.244004886,6.206755838,6.025388214,5.782758652,6.212664281,6.020777645,6.181348997,6.011141647,6.002823786,5.859733167,6.230936161,5.831698743,5.851572743,6.0018607,5.830809377,6.087137933,6.003799394,6.092490368,6.148334795,6.338629349,5.870378575,5.833461479,6.205804838,5.881276487,5.928975614,6.130440577,6.177458531,6.255304655,5.876713846,5.995936429,5.889812429,5.980141331,6.177710999,5.797608393,6.334182787,5.707369957,5.928444677,6.381908127,5.919338506,6.16294219,5.874944604,6.249402503,5.831917147,6.11671761,5.775586444,6.186250759,5.975132706,6.245490676,5.616202039,6.326153905,5.889189639,5.969144619,6.017111224,6.242877086,5.814069672
217,6.149538636,5.929175811,5.777445019,6.058205674,6.039377702,6.186860841,6.199625631,6.135213885,5.819039062,6.274300108,5.912341349,5.650531725,6.008044392,5.610187327,5.925643385,5.902655758,5.795053426,6.187393052,6.175679154,6.032927656,6.115476712,6.400958945,5.993725208,6.147117168,6.241653579,5.759518606,6.072826413,5.946098948,5.862641993,5.744463458,6.096385291,5.834871201,5.807373214,6.348793068,5.821403334,6.082779475,6.359490659,6.15404823,5.851552752,6.024712009,5.751537432,5.810798193,6.130742656,6.050852752,6.24237091,6.076521382,6.126958637,5.57404787,6.200303368,6.095080497,5.75561518,6.325790171,5.87185197,5.684241081,6.28442907,6.093142892,6.243590089,5.96757089,5.839413039,6.125466733
218,6.139567116,5.584089223,5.655051107,6.319013061,5.962983435,5.809296358,6.208475189,6.208530751,5.919112387,6.104774495,5.618078102,5.728507011,6.237841967,6.003027765,5.988152561,5.968732709,6.145437777,6.227440335,6.189029813,5.989403334,6.110086765,6.158598312,5.733593744,5.934572971,5.888683736,5.765298675,5.80019506,6.148305966,5.777059058,6.190222119,6.179055626,6.266414106,6.14954155,6.130244762,5.900966918,5.705599933,5.906525541,5.924375277,5.973950002,6.180044632,5.956242599,6.241965269,5.863468795,6.019344654,6.169741963,6.298147344,6.050086354,6.167804715,5.89310007,5.797709303,5.699931381,6.262190076,6.111475234,5.955236037,6.34910167,5.651200052,6.021234516,6.277161004,6.182939765,5.828806746
219,6.013846765,5.706011885,5.680879838,6.011345828,5.760748271,6.153348562,6.057442149,5.945572977,6.004627298,6.350126291,6.268501345,6.12406546,6.023007853,5.730921175,5.712312382,6.242340438,6.163372058,5.806973979,6.332932055,6.138779998,5.874484253,6.39411971,6.13586318,6.210071834,6.394643942,5.97948297,5.941488042,6.100127544,5.953613234,5.873935345,6.20809145,6.099818219,5.877615214,5.94852223,5.86026233,5.697944346,5.822296958,5.777306297,5.884937079,6.199345792,5.95055471,6.038288819,6.102127161,5.768306346,5.588375313,6.029069222,5.960769965,5.995644383,6.177131886,5.844732102,5.992942829,6.082126462,5.867858948,5.942734435,6.247167674,5.805642595,5.89813254,6.348826322,6.037619893,6.017354418
220,6.367065653,6.068531018,5.856013258,6.130853885,5.79855921,6.000225435,6.209672762,6.256593155,6.266145369,5.848914233,5.673853844,5.84686325,6.273687779,6.009956475,5.972704324,6.284565336,5.750056273,6.111790778,5.849340586,6.215554832,5.942735025,6.189788755,6.1866284,6.121522316,5.975907482,5.954874538,5.810762552,5.879393095,5.69984327,5.634083471,6.132497545,6.191008196,5.622097041,6.323756895,6.230673761,5.692016078,5.937413776,5.991575581,5.81109708,6.048538159,6.024764053,5.909899568,6.271658604,6.114100747,6.028259329,6.214788951,6.266544892,6.202948184,6.14152894,6.096404854,6.053904308,5.962588339,6.048495173,6.220585237,6.092938261,6.163195869,6.178611455,6.283691951,6.222261835,6.171947466
221,5.996264676,5.702846463,5.872607138,5.913095962,6.191850263,6.257844599,6.360845353,6.274689836,6.153226734,6.250761827,6.265214785,5.972793973,6.23550478,6.154286482,6.096762027,5.925917759,5.742033308,6.169489559,6.070888425,6.279728552,5.999894691,6.339578545,6.001024883,6.262277859,6.072722663,5.880271073,5.74316716,6.176918441,5.649454005,6.008189264,6.355774604,6.141927685,6.026067258,6.19266396,6.093932743,6.245746824,6.348927153,5.906122596,5.842312298,6.019132811,5.798789755,6.060351901,6.024176266,6.046790658,5.941245329,5.797660385,5.771327608,6.006795896,6.004252191,5.856896976,6.070344314,6.400619752,6.106644767,5.88090994,6.069032339,6.263995315,5.737685934,6.202395278,5.638147622,6.219605034
222,5.945820672,5.958369372,5.86771099,6.371099423,5.775529606,5.819046759,6.188783789,6.180584074,5.983779688,6.01380419,6.017973461,5.91029896,6.100212597,5.78447324,5.982181351,6.083608372,5.931763279,6.018867551,6.269624362,6.044639595,5.666617541,6.142839876,6.27444274,5.789873174,5.986019872,6.230997562,6.24355767,5.822694523,5.682388295,6.121430758,6.307877185,6.248658765,6.265040546,6.093064668,5.874696363,5.650599865,6.334799215,5.954831781,5.859837356,6.259966014,6.222249407,5.973643849,6.329843596,5.927781935,5.873272879,6.336129685,6.049111369,5.785717779,6.008284278,5.661674464,6.117386237,6.320620491,6.106207599,6.098359677,6.182445561,5.88638026,5.85259766,6.259835305,5.880112831,6.075397871
223,6.187085376,6.183057863,6.029088666,6.347593509,6.121403637,5.622203252,6.266693367,5.819981394,6.168665384,5.916176301,5.931596713,6.231970895,6.365517172,6.122851641,5.980580841,6.31666663,5.839893352,5.830853281,6.348284128,6.224248641,5.813375407,6.01510353,5.649965725,6.228762711,5.965067859,6.282719616,5.839925165,6.305337055,5.884264548,6.198836366,5.948765686,6.031975578,6.066882268,6.371598464,5.626654341,6.004677349,6.234793607,6.017006366,6.017459717,6.312100895,5.671677426,5.703143904,6.243053453,5.622461985,5.8632411,6.035906937,5.797981712,6.123137308,5.906572204,6.062510381,6.282474204,6.307231757,5.958628041,6.102343522,5.877966755,5.658709702,5.991619895,5.928619291,5.931702702,5.892538979
