order,Target 1,attribute a,attribute b,Target 2,attribute a,attribute b,Target 3,attribute a,attribute b,Target 4,attribute a,attribute b,Target 5,attribute a,attribute b
249,6.492510522,6.202832069,6.370563648,6.068607878,6.386672141,6.21133431,6.376401982,6.254236936,6.072429448,6.023331532,6.19091343,6.307643859,6.520221598,6.231703999,6.118739024
250,6.467474214,6.230627703,6.198284334,6.196375246,6.099327129,6.251518614,6.211815507,5.769668906,6.003924049,6.356404297,6.304349487,6.32890342,6.530815829,6.404726564,6.307696909
251,6.511634788,6.160959869,5.967196259,6.300488746,6.107658699,6.269815474,6.39259146,5.982148857,6.074104439,6.23410551,6.079666421,6.241161805,6.433608694,5.747698289,6.222164332
252,5.943498131,6.286140713,6.400773787,6.537955659,6.335638903,5.795687985,6.36028632,6.048930571,5.914024905,6.458960456,5.94931754,6.287593847,6.448324391,5.904954733,6.264683795
253,6.355953223,5.745709507,6.38551545,6.380129784,6.395348372,6.082244385,6.533491753,5.997253883,6.280249511,6.387525306,6.334765427,6.40973326,6.384026097,6.409001803,6.262838094
254,6.232873454,6.224180999,6.07917357,6.469296676,6.255397592,6.225537735,6.373730119,5.821470851,5.992119742,6.343430175,5.827283943,6.101160066,6.213396686,6.381052762,5.89353411
255,6.361549749,6.301856189,6.191411245,6.503508839,5.872182927,6.229195601,5.964125007,5.949006321,6.295237532,6.556600029,6.247489957,6.254054206,6.380784417,5.776327203,6.387365173
256,6.096197099,5.813390804,6.286758555,6.500507834,6.296181434,5.953652529,6.385591539,6.180298225,6.388445802,6.449300527,5.775248632,5.801435491,6.132394222,5.836476857,6.033256137
257,6.111049103,6.419314359,6.226739792,6.507390352,6.229584768,5.945087815,6.483576146,6.128893077,6.297846311,5.967069908,6.130419378,6.155196054,6.040344923,6.423925212,6.193093127
258,6.468273263,6.395714926,6.244415154,6.238298488,6.332825739,6.390023389,6.355280225,6.180757405,5.855033098,6.355655446,6.155763817,5.765729479,6.09911005,6.116420468,5.941208477
259,6.412989848,5.867491017,6.432854612,5.992864158,6.233472234,5.921537334,6.518986126,5.91518762,6.044309361,6.40202931,6.093997694,5.964616818,6.05875388,5.841226858,5.875724478
260,5.996509729,5.979244835,6.000385803,6.573545865,6.301681896,6.0333728,6.330007397,6.202646899,6.025814379,6.441883993,6.297713115,5.876071357,6.548293001,6.098375511,5.903405754
261,5.962475321,5.774306835,6.064249447,6.309489194,6.358267605,6.204236024,6.314190477,5.833721669,6.085553691,6.194688932,6.401642415,6.392662563,6.575082119,6.072072471,6.326158917
262,6.41750136,6.272798373,6.226009019,5.957986494,6.148651914,5.932047435,6.042722005,6.068171155,6.10928065,6.117019851,6.329678066,6.380303267,6.066886628,5.928091094,6.112281798
263,6.376479078,6.000599389,6.205211913,6.345750266,6.333373985,5.885147832,6.054972406,6.003959057,5.823640782,6.372447342,6.396520452,6.404194557,6.206713949,6.309547677,6.150681526
264,6.504148406,5.991471443,6.07301032,6.059581174,6.154943815,6.285967538,6.521049398,6.180849923,6.373124754,6.17676095,6.142877758,6.24834816,6.385764021,6.306534824,6.102270024
265,6.359033265,5.937604041,5.858976261,6.15142806,6.366268748,5.984230917,6.354467582,6.191163495,5.841804134,6.379722129,5.828617302,6.446463797,6.276435845,5.933829296,6.344633511
266,6.076560276,6.197569131,5.919192261,5.990544375,6.443613308,5.830362026,6.451124493,6.459859289,5.920820609,6.181303154,6.168932271,6.084827682,6.335124044,6.179955376,6.110148251
267,6.147273276,6.255868229,6.29747137,6.303806339,6.373860833,6.065609748,6.544089461,6.209733959,6.075867626,5.988377966,6.195146611,6.241539446,6.34492005,6.421308431,6.034923083
268,6.233714906,6.264968661,6.233042075,6.180718132,5.947455498,5.993965361,6.312994148,6.474684871,6.32001497,6.094164458,6.27185108,5.806269787,6.08011046,6.360026211,6.120178851
269,6.557660821,6.324239585,6.235140854,6.238262684,6.069070724,6.176198252,6.581833042,6.1083336,6.208505836,6.296139647,6.226031863,6.407058692,6.473984584,6.352753857,6.388737121
270,6.309926934,6.300560146,6.345757261,6.143089558,6.344776245,6.411664519,6.364245681,6.096786256,6.195945552,6.104256757,5.947365339,5.876446655,6.11366405,6.309322178,6.391503081
271,6.21004299,6.183645725,6.165273985,6.37920211,6.464705208,5.853751615,6.111267659,6.030063235,6.006486495,6.50950777,6.226281789,6.37505706,6.184166026,6.205396249,5.82678348
272,6.440111724,6.274322114,6.077510059,6.318234343,6.401435881,6.200640848,6.197768828,6.314553718,6.19026042,6.247687852,6.146155789,6.429064161,6.314451589,6.436039703,6.297614699
273,6.072980179,6.084730412,6.235933569,6.521663349,5.844081616,6.472999311,6.247438092,6.453914821,6.341655221,6.506179275,6.176536385,6.39994186,6.282795245,5.82650234,5.969695185
274,6.439139296,6.216749261,6.081895393,6.572049137,5.917947463,6.443808999,6.482069514,6.319874721,5.849133291,6.271841793,6.101266777,6.134953078,6.552662986,6.19719583,5.995097811
275,6.587343375,5.881574097,6.267632763,5.982539583,6.205742951,6.148097326,5.9914089,6.331121082,6.475024368,6.287268035,6.171300491,6.116117748,6.302125065,6.235095431,6.058828564
276,6.552958121,6.169015852,5.997014904,6.179003155,6.352834086,5.83989109,6.573306476,5.933095269,5.842721268,6.416705078,6.088026038,5.91389735,6.207979153,5.971995943,6.464547149
277,6.325200877,6.241706406,6.496220972,6.190762911,5.860159351,6.149484228,6.213098123,6.444548839,6.249470737,6.388336244,6.282747609,6.342018305,6.122748493,6.174020025,6.101501563
278,6.48026269,6.105084833,6.035034469,6.333358819,6.174555872,6.165231987,6.149692917,6.435291268,5.942274408,6.123184173,6.11573392,6.229097675,6.492438434,6.285230415,6.508527757
279,6.48336681,6.021183316,6.481614892,6.106905555,6.34326679,6.325457617,6.573959909,6.304145213,6.214516651,6.595492875,6.383487331,6.214307465,6.291128327,6.067853,6.333472674
280,6.573731257,6.311768085,6.258056137,6.088373769,6.344454015,5.928645075,6.390793295,6.140897407,5.994257711,6.561016837,6.028900013,6.498844299,6.319584518,6.470184564,5.999104304
281,6.496756561,6.510887783,5.968209266,6.426574413,6.153003285,6.157321044,6.264431774,6.450574839,6.203891315,6.109458409,6.272701855,6.406989486,6.162326791,5.854076439,6.228819913
282,6.387276289,6.394463225,6.325180122,6.419997925,6.423511822,5.859986783,6.170121643,6.283264749,6.095493852,6.066968512,5.944928383,6.406627368,6.621243486,6.240621962,6.262546932
283,6.36679592,6.364825482,6.508758954,6.573687926,6.333608119,6.131671785,6.198664306,6.260201742,6.010090842,6.448125354,5.952583356,5.90727565,6.020333297,6.215074696,6.190229539
284,6.583684998,5.954105049,6.380131872,6.292978119,6.142798372,6.263214925,6.558810446,6.466998976,6.216134107,6.376707034,6.508426698,5.911047479,6.43324728,6.386563945,6.461926061
285,6.513542577,6.412435623,6.386066566,6.584568387,6.287146158,6.145810076,6.540508343,6.4089563,6.214480903,6.306084663,6.045231542,6.023565257,6.392362081,6.470936124,6.489309607
286,6.573152042,6.491531661,5.886684316,6.563912493,6.225251518,5.968252436,6.462233812,6.4419979,6.165008817,6.294410987,6.493016588,6.314699035,6.06573185,6.494936521,6.430034029
287,6.632578525,6.363643102,6.028604155,6.408557255,6.488108117,6.001718566,6.619715948,6.257139273,6.176338182,6.35946607,6.31060326,6.528393478,6.418105966,6.480448721,6.531796346
288,6.3492891,5.9056729,6.291894835,6.140059456,6.250270864,5.928896457,6.58768689,6.039868965,6.275164757,6.074279956,6.43644584,6.128426124,6.508605557,6.501342449,6.538476992
289,6.608568973,5.967874626,6.309953638,6.390148699,6.086703222,6.375926401,6.119725184,6.536621486,6.48218385,6.257008384,6.370573798,6.250129782,6.415452075,6.169662016,5.907717419
290,6.606659764,6.345753528,6.294573531,6.056455989,6.034941231,6.360653087,6.28711361,6.404988774,6.366746255,6.58330408,5.999149247,5.891331078,6.33915438,5.925230291,5.897284578
291,6.164873775,6.201940892,6.324245962,6.300397151,6.484197614,6.229318656,6.233395358,6.367448467,6.121580457,6.213440812,6.03450052,5.928321162,6.210580102,5.900825493,6.364816032
292,6.233060046,6.273346947,6.128338846,6.566695815,6.028431174,6.471185494,6.441394495,6.253151956,6.500219438,6.053243115,6.066783285,6.280991284,6.200646514,6.425670675,6.119466273
293,6.391562075,6.45148261,6.514292168,6.221500519,6.29518693,6.367191969,6.501036334,6.359740097,6.352076841,6.448631521,6.222316815,6.454479659,6.173932647,5.935671693,6.487337094
294,6.140202445,6.487522405,6.2819336,6.161665444,6.127459501,6.243324759,6.412738128,5.871870226,6.250239741,6.345780308,5.898210914,6.066415396,6.405848696,6.565556186,6.413093523
295,6.603065762,6.336694501,6.546737242,6.337682514,5.923827638,6.540501692,6.174443651,6.341742247,5.994912355,6.565162222,5.906938168,6.462647212,6.578338625,6.266525725,5.908712888
296,6.655842761,6.434739316,6.076987356,6.684011745,6.217346659,6.187815689,6.506650643,6.233987547,6.504262718,6.218868138,6.223052811,6.404298551,6.55008085,6.523450491,6.417027532
297,6.623190738,6.182943458,5.900031107,6.178545062,6.238689638,6.006074122,6.26738559,6.510552981,6.200918941,6.568303434,6.579348975,6.193170326,6.559972648,6.514874767,6.509922303
298,6.446069778,6.381159331,6.533743647,6.31948578,6.080091077,6.356579218,6.601189594,6.034677773,6.069029189,6.493501659,6.034305073,6.240300587,6.309768805,6.352927758,6.540495773
299,6.645918031,5.901251205,6.44215531,6.63290791,5.919190617,6.338764876,6.2142332,6.211947909,6.33128177,6.521524503,6.20092509,5.948765513,6.399698662,6.209943465,6.193432501
300,6.535716455,6.285061668,6.401351784,6.310906361,6.380988406,6.114526095,6.631261516,6.101976664,6.33006313,6.062423435,5.970067587,6.465028723,6.641337792,6.017392477,6.456684502
301,6.22369309,5.962807163,6.275511121,6.121227348,6.2222446,6.137567262,6.197318492,6.166114901,6.509366721,6.551316866,6.289979357,6.01494268,6.700833764,6.293814527,6.318366598
302,6.197404051,6.040799428,6.275552975,6.241464668,6.103545177,6.274367345,6.282366262,6.164007952,6.012523538,6.661060408,5.92351774,6.460386322,6.386535422,5.910576497,5.973876353
303,6.285377199,6.509221054,6.021649086,6.210784835,6.247482689,5.925194489,6.29663479,6.535593271,6.175948127,6.235877293,6.507459634,6.289604409,6.600808672,6.177548793,6.172682937
304,6.300656088,6.027034885,6.188554221,6.598719449,5.973874509,6.46864826,6.089981925,6.472569704,6.193185204,6.149912267,6.510718746,6.460593322,6.166369813,6.569660225,6.103801946
305,6.423588795,6.211609019,6.41077372,6.558207505,6.082429703,6.537024857,6.511562545,6.163194811,6.274587168,6.703848408,6.546646098,6.183925115,6.566503061,6.34210116,6.112212085
306,6.534464503,6.057419752,6.312945034,6.631670433,6.259930754,6.550443204,6.676183487,6.486744287,5.98930921,6.390213188,6.484842304,6.567136544,6.602182231,6.482512838,6.292132438
307,6.245457071,6.10552198,5.926905966,6.555075885,5.940625524,6.127860472,6.315308495,6.056497826,6.491627186,6.1646146,6.489262864,6.105397272,6.454771704,6.159355082,6.383630229
308,6.64107976,6.088627188,5.967438148,6.390629282,6.007742337,6.534900926,6.596124978,6.604972132,6.267712878,6.176624011,6.429576989,6.131392199,6.263498275,6.466639022,5.936229969
309,6.58267569,6.488824196,6.140383846,6.629790464,6.454190626,6.165973823,6.255026857,6.013057733,6.304185566,6.221234613,6.174305532,6.447887343,6.448298703,6.258342433,6.356573318
310,6.732330361,6.330168322,6.400440838,6.407068512,6.393749255,6.041805579,6.539194504,6.469091958,6.034974447,6.477821996,6.16511419,5.971184708,6.692544354,6.613090348,6.367000949
311,6.308600771,6.433366834,6.594076177,6.332974331,6.508009769,6.398498077,6.322909281,6.183628285,6.462098259,6.354473176,6.214198086,6.248275304,6.332790575,6.080457955,6.161124113
312,6.541781593,5.978871355,6.609587421,6.630178463,6.464138565,6.348004758,6.188011111,6.102276191,6.31106484,6.598109014,6.215814006,5.967911824,6.523438185,6.194093545,6.382596727
313,6.672864994,6.286748528,6.41979648,6.561519406,6.039464001,6.332789038,6.495396101,6.18218698,6.427504595,6.612518065,6.042829713,6.518940051,6.448273979,6.60086877,5.967119218
314,6.509640247,6.415914341,6.266450067,6.259911512,6.454498624,6.396104325,6.274449701,6.369120878,6.450747789,6.431648775,6.222085324,5.946965417,6.658630647,6.135757913,6.475585423
315,6.725154578,6.493462306,6.316181846,6.266672528,6.139967015,6.408345198,6.616887232,6.557795014,6.309131041,6.436071803,6.45717669,6.043300754,6.213544354,6.314882462,6.238083109
316,6.575726115,6.092872436,6.515497684,6.678200279,6.529403157,6.060511854,6.256744996,6.440558509,6.427173136,6.677984329,6.28437541,6.518777059,6.488164311,6.515387941,6.507634399
317,6.599219109,6.375683424,6.269082692,6.508079008,6.539654214,6.127917641,6.530638097,6.273071148,6.062096145,6.448730298,6.211126262,6.549303528,6.434791193,6.157427512,6.436055516
318,6.246635609,6.47920245,6.528942742,6.408841071,6.368990437,6.257151145,6.509147238,5.974645211,6.341536563,6.372422376,6.395035632,6.299848827,6.541750057,6.625678743,6.604031294
319,6.309839299,6.051124456,6.323732571,6.230616496,6.308482574,6.036121574,6.486993326,6.334280159,6.211457389,6.612557042,6.624372455,6.234625916,6.674272328,5.985536311,6.07110537
320,6.472254224,6.313658337,6.53215499,6.679656129,6.161122331,6.220382081,6.273240801,6.231444188,6.418526127,6.165445273,6.011033399,6.173171711,6.494997772,6.475629979,6.003363611
321,6.239421447,6.03474831,6.053948323,6.39650484,6.463455645,6.581787339,6.725909457,6.175416495,5.977466891,6.593597146,6.142549979,6.552781041,6.509564946,5.98908414,6.572931656
322,6.408463721,6.464229576,6.37368156,6.412679119,6.1041869,6.550925833,6.292330349,6.240259603,6.329718173,6.557769092,6.504689783,6.366980637,6.541364549,6.232658724,6.276248038
323,6.420826329,6.010515364,6.461904073,6.471660476,6.143891871,6.619463115,6.506755022,6.521210827,6.308665889,6.476659065,6.337754375,6.348238264,6.487046205,6.643852494,6.490827653
324,6.609357526,6.631424437,6.19007747,6.130632821,6.056708782,6.270823862,6.66831361,6.402499578,6.394404712,6.218402395,6.518945896,6.323925839,6.380609915,6.329025154,6.533875974
325,6.350463001,6.397921967,6.351790419,6.757114963,6.510946821,6.569765442,6.524208229,6.038434326,6.228619608,6.567158179,6.573069767,6.530248988,6.651921229,6.598971908,6.442410283
326,6.398212018,6.408715804,6.438243659,6.485863032,6.472326428,6.147801091,6.693387823,6.507381568,6.5507307,6.443443353,6.641226633,6.606456616,6.412701395,6.049246938,6.597703228
327,6.602046625,6.320624441,6.331764148,6.170253091,6.028088077,6.378755191,6.311964554,6.063502988,6.469142635,6.500652116,6.413827627,6.365427368,6.669668158,6.32686749,6.074740461
328,6.444432925,6.583287523,6.220543384,6.403246299,6.485184294,6.180327559,6.638388735,6.215988527,6.642913171,6.63824096,6.49738683,6.177457158,6.309995572,6.277434086,6.628209108
329,6.691449247,6.659451196,6.001591979,6.5202143,6.64669111,6.522135824,6.297402991,6.588244791,6.564874598,6.503602283,6.415480615,6.458439545,6.386154371,6.516227634,6.023679571
330,6.5807805,6.670311434,6.581381266,6.215610432,6.297873601,6.595848018,6.75861671,6.067871192,6.169626982,6.6141501,6.365869895,6.575303964,6.492349253,6.226446689,6.649829724
331,6.413130949,6.553630766,6.646835154,6.605158173,6.560152122,6.42252282,6.583864228,6.345203814,6.02358962,6.430087852,6.585072015,6.410347026,6.726213281,6.163052669,6.58864585
332,6.428457866,6.332493047,6.639574899,6.572038952,6.62633837,6.14961263,6.445883388,6.607751723,6.510930276,6.226056436,6.652908197,6.066291594,6.627933059,6.47561409,6.619103908
333,6.43739065,6.237959117,6.679614029,6.703771793,6.618968407,6.303411958,6.610428456,6.020745348,6.300030063,6.575574781,6.206000017,6.682291698,6.71956804,6.38607856,6.409804047
334,6.234192214,6.583249069,6.133708644,6.659172388,6.121475303,6.648790167,6.586969719,6.163121724,6.510282227,6.156661962,6.646907769,6.525521997,6.214303828,6.146619064,6.630531872
335,6.456141661,6.177780985,6.410710019,6.439477445,6.499541908,6.422173783,6.692419914,6.400825098,6.471939989,6.677603174,6.69474555,6.297979313,6.71424463,6.340049379,6.626991123
336,6.676404993,6.685988905,6.265467615,6.480142473,6.061631306,6.65270637,6.736425897,6.476614694,6.515965699,6.726027285,6.08670408,6.233337088,6.529857591,6.340285491,6.427253707
337,6.631375415,6.530259715,6.540703106,6.43226837,6.495666453,6.695615256,6.21781115,6.61270708,6.246742359,6.68646859,6.62885553,6.185719796,6.238685725,6.513613233,6.288654954
338,6.22654096,6.654031624,6.190268144,6.302724931,6.686263015,6.404440346,6.556374125,6.365252053,6.435243618,6.660079962,6.620385796,6.603124334,6.673093822,6.178395194,6.411611089
339,6.234177645,6.544256527,6.657664356,6.446279262,6.695884027,6.118994439,6.703797943,6.112234163,6.255533454,6.532970277,6.472540601,6.358742383,6.611537955,6.608911251,6.511083921
340,6.514097927,6.416258641,6.431634242,6.801544068,6.496979199,6.492314406,6.701510148,6.55355339,6.641733889,6.45641383,6.210736554,6.528749729,6.515900347,6.473062661,6.513966181
341,6.739293035,6.45306852,6.634333894,6.705080675,6.505313966,6.327025011,6.215585067,6.476331878,6.18622875,6.567221627,6.305470534,6.188634435,6.630954773,6.665630909,6.358057469
342,6.273970841,6.484531726,6.086180099,6.212485433,6.340108225,6.057253354,6.190502462,6.041224367,6.479276346,6.593748042,6.713927594,6.620372637,6.614677474,6.182345039,6.167296923
343,6.70349305,6.617203035,6.590102039,6.805134288,6.50355683,6.596995735,6.725288561,6.155472685,6.644893823,6.339401431,6.274242512,6.492573496,6.285398287,6.363181716,6.375578663
344,6.72343822,6.70047508,6.189425882,6.446651939,6.498473964,6.677993696,6.614767191,6.512576634,6.616001272,6.328111177,6.109493477,6.324878447,6.514934544,6.220303739,6.153696699
345,6.631963699,6.574255995,6.443396422,6.369040804,6.682790766,6.309693679,6.7761384,6.464112979,6.589736427,6.248175468,6.584772259,6.719629295,6.798450852,6.067755414,6.711514405
346,6.580795892,6.250648786,6.5629856,6.794062376,6.360732482,6.301927327,6.496767908,6.653585912,6.315060742,6.514024787,6.531500938,6.483930838,6.781052808,6.155936216,6.086148081
347,6.676843112,6.285261107,6.150920808,6.832678765,6.054350644,6.577231351,6.493029442,6.501700454,6.630113136,6.578427827,6.28748364,6.446400176,6.229350053,6.161102694,6.349241017
348,6.65523289,6.464210038,6.223010896,6.475692066,6.225310319,6.378013314,6.61682754,6.626275773,6.652187275,6.3340767,6.089467571,6.476354611,6.707378108,6.554833668,6.587226921
349,6.801326022,6.414689995,6.544422867,6.511236976,6.367396935,6.636743279,6.645877112,6.355337456,6.383086895,6.245755507,6.633300337,6.185630076,6.624415653,6.621841447,6.607086767
350,6.783692905,6.561315476,6.680153613,6.762554626,6.282050691,6.333842523,6.518449324,6.590468782,6.693878706,6.348768745,6.172046831,6.551373903,6.689643331,6.593634513,6.383018347
351,6.769309101,6.451293835,6.510608251,6.773936761,6.566369291,6.38113593,6.407954401,6.078686181,6.63886796,6.461827373,6.331899799,6.207744136,6.704144472,6.45954242,6.398828639
352,6.335666147,6.53825172,6.621851491,6.311100271,6.222185173,6.572048903,6.458777869,6.619043614,6.446931411,6.385223128,6.623125465,6.520869305,6.739658831,6.495766483,6.475089696
353,6.586733872,6.441764365,6.064585065,6.642631255,6.472045124,6.447365978,6.366316207,6.10211931,6.210944999,6.701273762,6.689395827,6.37453139,6.497169802,6.559331772,6.537974197
354,6.745994743,6.610389623,6.571393074,6.357377935,6.611641893,6.329869926,6.339020571,6.713921903,6.673408755,6.646813542,6.572719229,6.108323704,6.313382001,6.281568853,6.722961986
355,6.580726616,6.724186822,6.634963439,6.496901386,6.724304836,6.308943113,6.500044758,6.261211756,6.138846232,6.702707304,6.740105444,6.669006813,6.277131036,6.175731626,6.630567449
356,6.629904514,6.550979882,6.242632097,6.32352814,6.529629354,6.470200304,6.472222005,6.526736851,6.487973845,6.400096609,6.734356342,6.462427981,6.472874302,6.540597496,6.294639621
357,6.447163227,6.381842782,6.637115168,6.18726675,6.277180664,6.233378651,6.463914968,6.616773354,6.466103457,6.803856027,6.488308064,6.588770459,6.43196639,6.484233176,6.580184479
358,6.624040473,6.485134845,6.65124457,6.826518387,6.4754164,6.576373038,6.726830102,6.657533516,6.557081782,6.490106172,6.693519971,6.434699171,6.441329196,6.454931833,6.377507736
359,6.763295532,6.436954479,6.6079601,6.415924625,6.42127217,6.626031941,6.269191866,6.456136945,6.321948835,6.59607458,6.148754046,6.762827313,6.413477256,6.604872659,6.360123699
360,6.617516862,6.443640639,6.134431036,6.509563854,6.08614338,6.272153445,6.485469434,6.254433811,6.680273222,6.561726901,6.142484379,6.304847337,6.704919167,6.607253915,6.669753245
361,6.300779075,6.541752204,6.683789267,6.428641091,6.099178066,6.649183815,6.602944148,6.587494466,6.716500957,6.789549021,6.22554947,6.605022388,6.309285823,6.567624061,6.087528882
362,6.765156532,6.558878938,6.750147057,6.227207482,6.210140272,6.720446706,6.393459349,6.444494049,6.605421858,6.754001316,6.473989268,6.242616375,6.554001086,6.356688543,6.508013619
363,6.725445279,6.712167806,6.422399031,6.527428795,6.439200275,6.153116705,6.366804292,6.132395847,6.105284908,6.554186876,6.194336089,6.0928213,6.794415597,6.222763026,6.780346992
364,6.278557082,6.51470037,6.268691865,6.519543311,6.186514842,6.416085093,6.794828384,6.502637556,6.578177786,6.44237372,6.603444084,6.435405486,6.716407595,6.198772239,6.615209939
365,6.429968732,6.645838564,6.128627401,6.404076334,6.588144308,6.424463038,6.351316224,6.159218013,6.290851644,6.833564341,6.210505234,6.380902416,6.375814858,6.766149421,6.407928253
366,6.563005298,6.719722326,6.263322135,6.7223186,6.764294736,6.305649759,6.657454753,6.692603139,6.673969681,6.720692263,6.717256164,6.778940917,6.441507094,6.65102478,6.481880728
367,6.587864288,6.430606563,6.651604793,6.511893888,6.282385093,6.407556851,6.333169394,6.367088032,6.552293334,6.337943377,6.405935559,6.699563999,6.840513748,6.633854833,6.337989496
368,6.686118522,6.621036298,6.108680686,6.365445853,6.549150782,6.754020193,6.813303518,6.410684713,6.73909506,6.358133828,6.554338678,6.285918723,6.706408239,6.497374597,6.483973419
369,6.482760784,6.468913092,6.314606409,6.57213346,6.379379115,6.609843666,6.583172117,6.110346404,6.699155018,6.515301143,6.388953347,6.149220877,6.690175739,6.709941463,6.290070741
370,6.592161333,6.109262189,6.723952077,6.601148314,6.436063751,6.503729863,6.550514613,6.283361693,6.556212271,6.791452515,6.659077365,6.262148016,6.592300374,6.136698809,6.630010512
371,6.702398694,6.571029234,6.553070165,6.846626245,6.53619149,6.151026371,6.800673562,6.271404704,6.62540489,6.417636179,6.445113777,6.602256592,6.729656716,6.396430858,6.251118557
372,6.480179599,6.279423224,6.180080258,6.482309062,6.322954092,6.14402749,6.538797007,6.634237498,6.783274758,6.464805174,6.466920246,6.124233071,6.800384921,6.271076812,6.588527807
373,6.409970186,6.711514295,6.421745216,6.639284549,6.309460667,6.211062733,6.757721382,6.686520223,6.264222255,6.553532975,6.68822525,6.433603167,6.385588258,6.351289066,6.336623299
374,6.405618559,6.29465421,6.773644422,6.701427059,6.142445639,6.722224281,6.693853285,6.777509316,6.578674492,6.293725043,6.673604747,6.709001816,6.292209736,6.290038886,6.807160784
375,6.474989826,6.569279957,6.613507144,6.407145891,6.799043784,6.726992404,6.825885554,6.744678908,6.270396146,6.294199476,6.445492086,6.646705439,6.838883366,6.519083164,6.677746705
376,6.314324545,6.729922209,6.653294055,6.76902063,6.465020293,6.62019915,6.776622272,6.400318297,6.343860211,6.557556322,6.295678566,6.441358738,6.696209705,6.715610081,6.46869407
377,6.778796095,6.705991824,6.375569856,6.789545042,6.516271408,6.395408276,6.254957628,6.631131146,6.337624231,6.25230143,6.657912058,6.655519431,6.413750068,6.638816405,6.479389442
378,6.435435753,6.767962877,6.695799525,6.440183156,6.45912182,6.368051411,6.393688502,6.246343764,6.719856735,6.562335545,6.699346913,6.638177997,6.625945295,6.402634151,6.538111843
379,6.836029808,6.46717742,6.807200862,6.429357715,6.705932932,6.153584135,6.742766343,6.787245398,6.29295545,6.588632398,6.693907799,6.802018162,6.492459465,6.637482381,6.436267457
380,6.657049701,6.141129261,6.563800354,6.812258276,6.201138991,6.473792705,6.47047258,6.528237338,6.446898809,6.773132316,6.753565427,6.172346432,6.6907068,6.186723956,6.451146901
381,6.652922374,6.270511427,6.722898347,6.386364085,6.311296449,6.194081362,6.543738208,6.721721638,6.730893807,6.517914402,6.662622026,6.704970362,6.6117304,6.801357193,6.168771458
382,6.913607993,6.779423943,6.279755125,6.845912187,6.806549335,6.443185928,6.572490413,6.223697761,6.265997522,6.510461709,6.157321499,6.4707108,6.517742281,6.403467907,6.758269286
383,6.434974974,6.25823749,6.389474562,6.579861424,6.794173465,6.521214391,6.465949477,6.581407045,6.791476247,6.66439775,6.162507413,6.551088406,6.315012239,6.378832616,6.201772971
384,6.689918659,6.550594419,6.203736922,6.375384164,6.832505759,6.250208903,6.326195449,6.459585801,6.370656278,6.642946236,6.731109602,6.370034636,6.685279319,6.495747081,6.777462266
385,6.476692652,6.58818411,6.779126639,6.842645481,6.700523665,6.726098797,6.624959879,6.452607754,6.603164222,6.852619555,6.522332974,6.595990685,6.816165035,6.799992886,6.777548686
386,6.567763011,6.562064132,6.528138846,6.606134287,6.641210446,6.221921599,6.772474582,6.359473905,6.692574117,6.784711275,6.424418795,6.18521018,6.836242913,6.645834505,6.338022841
387,6.896848472,6.195123354,6.172971502,6.88824512,6.442282699,6.303183444,6.621700167,6.432421599,6.701023807,6.828715767,6.495948127,6.364139487,6.712552149,6.438556315,6.726441564
388,6.628629867,6.416430084,6.792344551,6.533518171,6.466843778,6.366272875,6.324957823,6.820037289,6.550011363,6.629497357,6.581359267,6.465219348,6.469739221,6.626168232,6.371969182
389,6.845933568,6.499385298,6.65739551,6.475188195,6.73015524,6.448068526,6.717542266,6.516777989,6.691606997,6.396220057,6.796284025,6.463169063,6.759631952,6.712349484,6.540623959
390,6.861559386,6.707956111,6.442839586,6.469559275,6.308428626,6.675471081,6.807882095,6.281959729,6.821443242,6.401470116,6.614987484,6.545025592,6.568476244,6.485829943,6.306616628
391,6.370874807,6.814763696,6.357887994,6.661498941,6.592380704,6.541003115,6.540956142,6.570047458,6.691000486,6.748460896,6.596504281,6.525719134,6.662674912,6.831322838,6.80456012
392,6.408230832,6.705354478,6.391321094,6.631133626,6.348695209,6.636762348,6.830260498,6.63486312,6.836463558,6.649249256,6.358770549,6.477472297,6.83833628,6.615810784,6.599208892
393,6.417726404,6.301472111,6.757346158,6.828301895,6.50775266,6.828609441,6.789093072,6.815090193,6.484180755,6.473019176,6.722123544,6.546955638,6.822868731,6.318722097,6.277582989
394,6.641626198,6.417206811,6.72462335,6.841159548,6.220325737,6.698771422,6.511970762,6.209563827,6.493746699,6.79384409,6.355616069,6.441677321,6.647464076,6.44168031,6.291511159
395,6.906617044,6.652947174,6.669488771,6.734104722,6.682511476,6.756809447,6.883950826,6.256540049,6.297592278,6.947067283,6.828780988,6.824846924,6.903436407,6.612188528,6.692952571
396,6.355616852,6.591902445,6.736777169,6.699696296,6.681928818,6.425253823,6.889476764,6.744042872,6.213654259,6.882738411,6.697649264,6.752703945,6.877456866,6.853505754,6.325107268
397,6.57638297,6.401284572,6.584569109,6.821106848,6.431028411,6.782736476,6.8955692,6.594266932,6.844161308,6.791081522,6.829217948,6.749971413,6.856194079,6.447300774,6.661212712
398,6.834534081,6.7567506,6.224485245,6.888017454,6.566597599,6.259120494,6.539982454,6.226860568,6.667583569,6.908100824,6.370877412,6.63951528,6.809720554,6.550340423,6.803085238
399,6.82599977,6.843528738,6.294094647,6.922818403,6.787986856,6.706780845,6.481837002,6.810899916,6.497186583,6.866988308,6.766497524,6.311976853,6.877612321,6.541228392,6.677033726
