order,Target 1,attribute a,attribute b,Target 2,attribute a,attribute b,Target 3,attribute a,attribute b,Target 4,attribute a,attribute b,Target 5,attribute a,attribute b,Target 6,attribute a,attribute b,Target 7,attribute a,attribute b,Target 8,attribute a,attribute b,Target 9,attribute a,attribute b,Target 10,attribute a,attribute b
153,5.655318792,5.755390848,5.804603217,5.860501892,5.411196177,5.771196696,5.542231036,5.626955889,5.790130625,5.780459056,5.811333974,5.631576845,5.925262285,5.284909965,5.453583344,5.920742709,5.882629336,5.747281946,5.733412282,5.404030656,5.70143538,5.626594689,5.392893253,5.346800502,5.834882031,5.839428029,5.828289189,5.833294552,5.882104479,5.880916629
154,5.913997581,5.328677335,5.914582829,5.750801383,5.742336925,5.710173673,6.034112403,5.667736805,5.571893685,5.800102391,5.732390194,5.51132682,5.581926026,5.298635628,5.860599959,5.908602045,5.655778029,5.72059773,5.701161712,5.272880944,5.650060644,5.786929799,5.54695456,5.873496453,5.733593363,5.822674322,5.47024819,5.730671678,5.822502893,5.643485511
155,5.676259795,5.574650185,5.681874546,5.642244332,5.416525645,5.871284851,5.787958594,5.607436945,5.582395754,5.990954106,5.527278428,5.449207777,5.774685914,5.722371103,5.554572072,6.014971581,5.928017705,5.292857331,5.601601731,5.90715482,5.40922321,6.036276771,5.664796259,5.680750118,5.925647614,5.680046262,5.491413256,5.99673082,5.444097797,5.569468048
156,5.854993,5.472329344,5.936925639,5.735478912,5.728337216,5.855180912,5.749987743,5.618033202,5.693612488,5.872550913,5.348743446,5.431315094,6.111291516,5.808457083,5.645175843,5.785150752,5.383422115,5.624858142,6.079098214,5.548142613,5.288422077,6.110805544,5.447343148,5.865882062,5.638563977,5.587605169,5.933393619,6.125842787,5.578500253,5.740877845
157,5.940503448,5.812972881,5.541907834,5.943449828,5.540042981,5.861111384,5.924783257,5.899167357,5.701902073,6.130335617,5.92931423,5.534408431,5.781115252,5.805673816,5.841683922,5.946459785,5.70062349,5.701398848,5.840604524,5.54030624,5.522562599,6.014314668,5.553268262,5.957864931,6.116636194,5.824838321,5.323743922,5.998507424,5.757641738,5.927534885
158,6.112419446,5.880914566,5.367152624,5.988901431,5.492993113,5.857391396,6.023924312,5.690768514,5.611505941,5.991637003,5.428110461,5.392588751,5.863373026,5.927945606,5.366172179,5.982519886,5.775404969,5.712935653,5.716355871,5.402989473,5.8708994,6.06988369,5.808658728,5.585419896,5.953210476,5.53364579,5.720462504,5.90412852,5.379762207,5.665299645
159,5.985788158,5.6757908,5.951520062,6.046116982,5.735802441,5.817969269,5.848185685,5.710867423,5.763471905,6.096611872,5.678154776,5.872757499,6.076177232,5.310946138,5.400644117,6.120248222,5.91377542,5.497515097,5.987663259,5.87766504,5.694405418,6.11871086,5.879225788,5.268567516,5.812482462,5.581790702,5.715663511,6.057093249,5.318370102,5.662389424
160,5.608369965,5.820136581,5.321803513,5.990592979,5.556965433,5.604744079,6.068010586,5.695150005,5.325460545,5.789246614,5.921341931,5.722769982,5.808081062,5.681641459,5.543525686,5.926669409,5.396877334,5.879704554,5.99602018,5.729527373,5.675446212,6.05242348,5.893771287,5.427810493,5.664177854,5.916845591,5.924291067,5.679490973,5.644240101,5.620387485
161,5.638925448,5.66326537,5.688128511,5.901892943,5.479035212,5.42837358,5.989992917,5.91167518,5.740443806,5.808867948,5.733520604,5.649700252,5.730486365,5.646275264,5.960952478,5.538213536,5.914021136,5.818588331,5.545682709,5.932898304,5.949715608,5.935852307,5.34511043,5.452303795,6.083125217,5.886572807,5.877570133,5.832123868,5.799361465,5.372853292
162,5.942277517,5.781884652,5.689512019,6.100271213,5.841355651,5.803312763,5.979723396,5.700614649,5.918450571,6.169338553,5.756796037,5.375973352,5.870722727,5.796034054,5.931033413,6.100022873,5.432451188,5.64483248,5.675296857,5.921378148,5.335173485,5.80619415,5.825404768,5.793821839,6.12895294,5.379724923,5.72631928,6.054869221,5.491278587,5.360093186
163,5.815106835,5.89852448,5.542219977,5.893025883,5.977577719,5.513056512,5.980283922,5.64934308,5.688101081,6.079499072,5.846622125,5.654139845,6.074296533,5.645367386,5.857935323,6.022040896,5.669947608,5.975703832,5.829620278,5.773576769,5.728144929,6.063449274,5.680687427,5.352425432,5.851788691,5.51424794,5.653833305,5.863529255,5.805284513,5.576745567
164,5.714584369,5.788638535,5.948783232,5.816084095,5.687775657,5.840438141,5.987717933,5.524763876,5.839405062,6.164485981,5.953677044,5.902875141,6.03439273,5.828269572,5.797117078,5.685193547,5.427471399,5.632635099,5.741356959,5.958909678,5.601527536,6.001575238,5.79791116,5.49964757,5.761264513,5.347385538,5.960273335,5.618652805,5.359846169,5.875670512
165,5.901229987,5.836510286,5.680934916,5.783116861,5.76227419,5.785189151,5.776633869,5.501241518,5.717459205,5.922029756,5.888912153,5.875416254,6.056135819,5.936404536,5.663523449,5.771678331,5.897936764,5.595952783,5.549279609,5.748937522,5.875085983,5.589938654,5.91766378,5.707428344,6.132999419,5.776701155,5.753672178,5.937234577,5.606215778,5.946664983
166,6.101462268,5.751867015,5.656817808,5.590993712,5.562454676,5.856555712,5.93063335,5.987744582,5.68787039,6.113309748,5.786624147,5.684892397,6.129902847,5.696123137,5.656868615,5.650480007,5.313175326,5.374604993,5.639598707,5.544439234,5.775637944,5.643778438,5.358116106,5.938628388,6.033889793,5.793672929,5.488318827,5.58942913,5.577681679,5.571920458
167,5.861302161,5.754936917,5.6164752,5.916547462,5.794322039,5.983030574,6.146243791,5.710604692,5.955324802,6.085896665,5.438114509,5.413103543,5.788351851,5.948959907,5.907726113,6.018100183,5.912398398,5.746352385,5.696396137,5.519837023,5.911335041,6.026431078,5.81319267,5.501347803,5.860457723,5.639369994,5.882440585,6.107197618,5.307519433,5.930931857
168,6.121380187,5.773421799,5.346450697,5.936112131,5.941671384,5.696932819,6.082970774,5.830498147,5.815991626,6.142987051,5.936413682,5.860571968,5.904078643,5.672058499,5.585646645,5.897614696,5.66379537,5.495218701,5.915250326,5.441102842,5.432525643,6.144447939,5.347813689,5.886928109,6.089893783,5.683388092,5.587325533,5.737033977,5.849346368,5.978820597
169,6.049569009,5.500239316,5.923068866,5.737190311,5.699146587,5.379895973,6.139186264,5.889012129,5.506763822,5.796667924,5.350074321,5.580412195,5.775646017,5.454065618,5.814761338,5.827622839,5.59501147,5.420660101,5.701257547,5.763193057,5.524724559,5.809166667,5.97620733,5.39507137,5.759977475,5.523348151,5.694772347,6.1441416,5.419017315,5.51854191
170,5.757928807,5.655813515,5.783591343,5.977494591,5.847999475,5.872821276,5.866485306,5.919466842,5.817886805,5.758266266,5.818198194,5.581417326,6.189457677,5.416530858,6.013757869,5.604237442,5.618971803,5.818565335,6.093209571,5.829044737,5.736655184,5.837047418,5.721254296,5.974292558,6.004824668,5.416049869,5.343332092,5.72000502,5.812155468,5.74739671
171,5.626926669,5.937981838,5.899594384,6.227868671,5.746001478,5.52029524,6.181954438,5.507541868,5.992861159,6.013237038,5.966197147,5.812996297,6.178700105,5.463989789,5.96208987,5.997398121,5.656753293,5.519620266,5.799626064,5.94282775,5.709257897,6.028361152,5.991636133,5.526638658,5.841389117,5.420925731,5.383852844,6.093140799,6.012395674,5.949715781
172,6.149644669,5.38103142,6.011447719,6.005917229,5.54104697,5.787901067,5.821966556,5.849902304,6.016680327,5.969372393,5.382766735,5.436596259,6.205322201,5.74280018,5.654288851,6.001087662,5.788618732,5.929997899,6.129305797,5.945895266,5.838259719,5.983603087,5.631241661,5.991999992,5.967430559,5.97012271,5.965917497,6.133890955,6.010879297,5.987968678
173,6.094947097,5.542374556,5.72666063,5.57601377,5.485752652,5.731499357,6.081012622,6.009515242,5.35385626,5.988757074,5.659314616,5.928518414,5.729582594,5.757495491,5.623353316,6.071665365,5.732977102,5.805891283,5.955929753,5.518046473,5.987685533,5.896356213,5.631407306,5.380992101,6.035435282,5.490423321,5.484475429,6.122403465,5.702189045,5.897448915
174,5.689043375,5.698027481,5.813358651,5.826114524,5.437244619,5.853589832,6.122394131,5.542426598,6.031346178,5.747151802,5.571218279,5.662786482,5.939486473,6.047423422,5.852963197,5.896781667,5.685872314,6.023923029,6.169035683,5.995002591,5.865411422,5.848943801,5.577443583,5.509118867,5.936910969,5.364878554,5.864087455,5.898905315,5.999225029,5.430613368
175,5.76938022,5.40174032,5.415705544,6.109383175,6.052253207,5.832647254,6.128014969,5.703937664,6.050041058,5.823214856,5.563772058,5.877231883,5.891495759,6.018101886,6.028954697,5.710151417,5.443173535,6.022184434,5.709855841,5.60848412,5.518883448,5.723262234,5.849468485,5.543211856,6.119205217,5.56514689,6.052592031,5.984662467,5.973871591,5.509459073
176,5.99581343,5.867906637,5.956006831,5.922382875,5.97685526,5.864379911,6.048718295,5.707399463,5.882413661,6.108821779,5.813278024,5.72190127,5.861254354,5.424931097,5.853630187,5.997303612,5.677844805,5.920838788,6.016690113,5.682567619,5.913911804,5.963855089,6.017506698,5.819223214,5.906361072,5.537982669,5.797066835,5.803430208,5.859824205,5.915408523
177,6.167046179,5.583839441,5.636565785,5.936785884,5.989913079,5.831073366,5.998357153,5.818167699,5.833841094,6.024992307,5.666328218,5.607056832,5.865733437,5.54163671,5.792647009,6.098371865,6.010293992,5.517727926,6.142472218,5.929180747,5.972241171,6.019807115,5.48886407,5.883549873,6.052054748,5.945001724,5.714927215,5.657938975,5.921141284,5.880853752
178,5.937817869,5.562227973,5.498608204,5.794694488,5.770550912,5.549748909,6.139569483,5.762267289,5.950007589,5.745858984,5.866489643,5.908108465,6.012028119,5.404031533,5.779151926,5.735021975,5.542114453,5.67728219,6.071651824,5.844683336,5.463093399,6.113849214,5.980924929,5.919640127,5.647593876,6.030341531,5.692923571,6.077876564,5.717091359,5.976828943
179,6.044343896,5.933486633,5.436743343,6.195030914,5.521140198,6.017953665,5.718378257,5.874847678,5.427765555,6.141713264,5.84104657,5.861180104,5.840965283,5.904893824,5.868720148,5.832151892,5.780641577,5.689934019,5.73783475,6.01573622,5.942043257,5.933487624,5.993182178,5.870917002,6.005367844,6.047734824,6.032485398,5.996970535,5.97588814,5.551821104
180,6.200519667,5.98499477,5.493024067,5.740372573,5.945676192,5.982301284,6.136197876,5.784242667,5.619213719,6.027511043,5.933926573,5.640240326,6.009957537,5.832026992,5.683168928,5.717100605,5.833331277,6.026014717,5.594503695,5.503638442,5.873967694,5.711384401,5.930332361,5.82234791,5.808885628,5.648760393,5.856409809,5.713386319,5.995376933,5.871488351
181,5.998984888,5.706388766,5.792710045,5.922090716,5.410451351,5.656249876,6.143000994,5.800080066,6.003595844,5.643865968,6.05568131,5.736057757,6.114759975,5.909922574,5.397978118,6.175225508,5.764330568,5.583420325,5.991908341,5.56086494,6.007450864,6.043387568,5.865829476,5.845135846,5.774237136,5.9289619,5.832208965,6.000381671,5.964079597,6.086571442
182,5.997493999,5.517445567,5.48830455,6.124601692,5.59584972,5.952524092,5.83572094,6.086680515,5.977911526,5.844919448,5.732082108,6.084271232,6.256741552,6.056337474,5.870566504,6.126564028,5.863073322,6.059615365,6.176865326,5.427060501,5.79199529,6.113468231,5.919758122,5.821417392,6.181595062,5.781787913,6.026127766,5.837125177,5.994793718,5.434954727
183,5.930640106,5.979374103,5.622635176,6.063056863,5.581571379,6.077502282,6.003869242,5.53772714,5.959334616,5.845797,5.958072684,5.712543167,6.213337787,5.847151958,5.949612048,5.868927484,5.759487161,5.651077245,5.824233475,6.052443144,5.950574955,5.977698318,5.809622322,5.550223406,5.92656488,5.770636177,5.665833435,6.238767531,5.549506108,5.82887272
184,6.112007388,5.89916135,5.870643507,6.011390483,5.562271452,5.715637105,5.878793384,5.630168145,6.064413912,6.186793012,5.559286542,6.087245022,5.947253336,6.00387724,5.980857843,6.020081172,5.486829337,5.958366474,5.965507808,6.044506801,6.063273191,6.066778349,5.900431804,5.805788018,6.002067665,6.074689131,6.002730278,5.898651358,5.886507432,5.656470894
185,5.995696384,5.910955554,5.772611522,5.787104265,6.072558182,5.484582242,5.902834919,5.813040143,5.722511062,6.153938938,6.043233322,6.0631941,5.711737133,5.756810844,5.927801011,5.97826838,5.981264995,5.597518578,6.107814539,5.679795893,5.738971283,5.961926665,5.54509227,5.954395886,5.952877877,6.077072715,5.812210571,6.259630495,5.659488419,5.772264248
186,5.972124784,5.875191816,5.986301816,6.119052076,5.798011695,5.813017954,6.156795805,6.01986466,6.110624207,6.034494445,5.712153267,5.744245772,5.946547204,6.025983905,5.556795411,6.25204172,5.48324504,5.745181071,6.194465431,5.795274929,5.916471465,6.287773654,5.559065853,6.09152332,5.975528251,5.782153669,5.899326542,6.26268773,5.675575204,5.925021913
187,5.794352521,6.044590626,5.475893087,6.181401376,5.472428831,5.488216482,6.013160029,5.789872316,6.053574618,5.790707486,6.018254694,6.021350133,5.920158461,6.112224263,5.678426083,6.267464333,6.032362108,5.795253384,5.998046223,5.979885922,6.000137595,6.121824693,5.981901418,6.047628996,5.755095508,5.78820087,5.822160107,5.734487888,5.635433494,5.856292049
188,6.076911037,6.048892103,5.799728603,6.225062394,5.750948292,5.866997258,5.966621924,5.770299617,6.017137896,6.206752724,6.048586071,5.475360229,5.94576395,5.539066244,5.481139185,6.1132722,5.534546234,5.956091619,5.790510794,5.765300817,6.071524537,6.211480801,5.586516766,5.487181987,6.150484641,5.742576626,5.845056734,6.13500576,5.694406716,5.65045728
189,5.852301558,5.726745815,5.685949222,5.959125553,6.105419717,5.980667858,6.113716099,5.651440795,5.933978451,5.787854181,5.828064228,5.645591046,5.80840642,6.051330049,6.006560143,6.169276815,5.615845574,6.084307535,6.256757449,5.97214604,6.114275717,5.842926242,5.91677947,5.846528519,6.064689604,5.926205791,5.801481102,5.904664689,6.129346355,5.685981369
190,6.280306408,5.605082207,5.875619317,6.075804728,5.462881354,5.64736606,5.94715891,5.946619318,5.945079059,5.749575693,6.003038768,6.068436694,5.977599714,6.086156778,5.705899366,5.960549184,6.092777395,5.795165175,5.891775605,5.577575009,5.685461135,5.706322064,5.560596243,5.514555949,5.822103867,5.576057762,5.753575478,6.200836664,5.765166763,5.76207855
191,6.176772259,5.49870551,5.930647208,5.921476307,5.48325529,5.726660677,5.995462157,5.856021004,5.77104887,5.790885116,5.739829532,5.625186145,6.208947389,6.046188943,6.034086929,6.225211133,6.05249821,6.12622374,5.802782108,6.008387847,5.996730037,5.82192219,5.456327632,6.102029674,6.13579591,5.597323367,5.936232239,5.774323848,5.524778874,5.922630629
192,5.990503001,5.719229005,5.830897105,5.995866053,6.038656604,6.148623088,5.834500735,6.033612939,5.526202318,5.780638892,6.025336926,5.587918106,6.196340834,5.633235517,5.970110826,5.901118171,5.462859703,6.084900266,6.315020689,5.822006602,6.058481675,6.188916424,6.094919321,6.06397142,5.826989993,5.858133497,6.081900825,5.787444201,5.722270201,5.953759618
193,6.247507627,5.828805864,5.917326264,6.000753269,5.988195863,5.537441904,6.13114037,5.988346527,5.969053072,5.860176532,5.841527862,5.755853472,6.251249996,5.843954402,5.627195878,6.022484073,5.70217137,5.646800381,5.987580005,5.827702977,5.733934305,5.852547987,6.016557739,5.977279872,6.263849544,5.559618818,5.912728156,5.833180599,5.948720314,6.046166226
194,5.711837694,5.659056515,5.788329924,5.840291374,5.710535454,5.953540696,6.252599991,5.585263556,5.968222793,6.134628555,5.813584303,5.584437474,6.061225171,5.904284963,5.984576069,5.983389634,5.77652094,5.940857017,6.060677547,5.581397658,5.934533465,5.861710682,5.464245103,5.760533057,5.972657947,5.736401431,5.922447288,5.946586285,5.723752942,6.150706897
195,5.863442925,6.112694611,5.764986993,6.075439005,5.730736503,5.899286975,5.820109108,6.055721055,5.94372865,6.084091373,5.589160658,6.066629022,5.813483935,6.125619811,5.745089774,5.95604525,5.870561283,5.6883474,6.277836703,5.944704291,5.619425341,5.862296031,5.531415033,6.132565495,6.075842734,5.756360623,5.879573917,6.097061303,5.924481053,5.677211821
196,6.041371716,5.901161981,6.103744834,5.826459757,5.651517424,5.59023154,5.782940125,5.962058988,6.091272863,6.025117017,5.555628212,5.661439662,6.142547931,6.085807474,6.152648969,5.784352971,5.533632813,5.75901183,6.066492945,5.770249669,6.025884973,6.006733978,5.819967785,5.701258375,5.937657499,5.744781927,5.474718997,6.039179875,5.772807108,5.906866178
197,6.260853622,5.705989524,6.110758715,6.311616136,5.929259015,5.772801823,6.093149146,6.098250126,6.076619,6.110781571,6.09533372,5.633209792,6.068397974,5.708324988,5.634908619,6.008171312,6.00968304,5.902867511,5.836932296,5.919194556,5.559890805,6.126982646,5.642009594,5.569929212,6.049412374,5.754275101,5.496866284,5.794670169,5.785321146,5.998987091
198,5.961704285,5.933632633,5.644146867,6.273185981,5.693093344,6.126324597,5.807265924,5.970567658,5.590489332,6.003851501,5.944651522,5.769923227,6.117699217,5.78167054,6.007671725,5.790940315,6.09530841,5.797138,6.166857254,5.565748108,5.601653981,6.240038476,6.133471159,5.497605296,6.261120583,6.028481619,6.11809464,6.086927148,6.056321713,5.698081112
199,6.307239316,5.976138517,6.153274162,5.997176913,6.060435839,5.84247072,6.254926169,5.957948869,5.66450552,6.070539212,6.157561006,5.635406339,5.853184854,5.49921104,6.046891773,5.881068196,5.909005454,5.902793254,6.289967899,5.933673565,5.914003056,6.170156741,5.610237024,5.519041365,6.059834768,6.148557481,5.6393206,6.195541137,6.085659681,6.151785123
200,6.06216862,6.090203899,6.167760195,6.242817193,6.000031608,5.828915577,6.165915078,6.036231836,6.186128263,5.791777831,5.906958636,6.166968511,6.227933157,5.87431741,5.820148319,5.782606377,5.952846144,6.087836003,6.246706587,5.942047752,5.543687747,6.026818293,5.713364468,5.793172408,6.005672529,6.017911066,5.521710635,5.745337461,5.632121267,5.865818149
201,6.32122952,6.144408445,5.565128815,5.878999537,5.837900804,6.023172072,5.86079578,5.776944402,5.561308566,6.257927627,5.679518866,6.118553909,6.072606366,6.120142018,6.000205691,5.816462459,5.577666328,5.775360227,6.323523213,6.030122758,5.684786016,6.15782343,5.813945496,6.189685609,6.268066129,5.770040869,6.027812648,6.099671577,6.057367119,6.009570247
202,6.30281144,5.714052733,5.720052322,5.966463564,6.14908002,5.93067518,5.73911513,5.922549462,6.163864357,6.089348943,5.734428238,5.717862022,5.973219286,5.97695145,5.628579149,5.904438976,5.801781529,6.001477084,6.175353243,5.640813832,6.011284065,5.911051732,5.727317705,6.17112768,6.194311038,5.864755799,6.005249996,6.215357423,6.057337183,5.988774059
203,5.956103278,6.077803339,5.973523457,6.182476996,5.668493913,5.762113297,6.214587362,5.957943206,6.185133137,6.303908734,5.575620273,5.605438221,6.25670849,6.144898938,5.903571939,6.270523614,5.820497205,5.627957073,6.089361687,5.736529262,5.792518039,5.985779449,6.142118974,5.840189741,6.133397659,5.972924652,5.859536318,5.951968615,5.665859577,6.165981137
204,6.225885706,5.962275591,6.006785452,6.288634982,5.56827422,6.165488318,6.30549063,5.757642014,5.610273158,5.839241048,5.580150634,5.931771862,6.068062817,5.949616445,5.967021836,5.920885476,6.181082092,5.633232784,5.951368886,5.892287747,5.610763147,5.840758507,6.191008309,6.068254506,6.274851019,5.6470581,6.169790291,5.93024341,6.161458638,6.155101355
205,5.940431865,5.684067215,6.027900707,5.874991495,6.180580909,5.87117189,6.10950536,6.03158216,5.711333194,5.854985518,5.833807948,5.732386236,6.18194847,5.932018667,6.120640762,6.296053386,5.907405871,5.999724664,5.973747676,5.621148084,6.077688001,6.203721802,5.705007255,5.635091698,5.906683396,5.658038184,6.131681115,5.994947648,5.922184971,5.927877842
206,6.262588649,6.098304734,5.903909626,6.347564651,6.002102736,5.82988802,6.185609066,5.964434009,5.528947149,6.122598578,5.893066965,5.709281449,6.124564041,5.622005739,5.864207643,6.229600599,5.936336571,5.799413124,5.918360469,5.926278459,6.027064289,5.977123782,5.639004086,6.134160131,6.216219461,6.212185358,5.956490612,6.043693376,5.575819446,6.116976537
207,6.202496116,6.204350093,5.534581993,5.939548408,5.994130606,6.033762412,6.264735925,6.089369533,5.972469017,5.791651892,5.831565476,6.048326694,6.159273524,5.88483155,6.074492915,5.989646623,5.774759422,5.899245254,6.028009283,6.153074003,5.850218312,6.281686881,5.686217389,5.980708631,6.251981659,5.973395642,6.067864603,5.788025847,6.09370549,5.710868897
208,6.036940526,5.571341518,6.010407657,5.821259738,6.03305005,5.96761539,6.039423225,5.699201978,5.970717376,5.88428852,5.871032373,6.08601651,5.870058453,6.072870337,5.902372646,5.792467548,6.076420687,5.902002041,5.900240857,6.117874286,6.202839981,5.889160073,6.179791666,5.732113167,6.145879774,6.03988306,5.582052001,6.048736951,6.211352126,6.045395802
209,6.315180472,6.22022501,6.024676122,6.141763735,5.838838802,5.679748018,6.110715056,5.723021725,5.577681989,6.241410725,6.19664643,5.716581149,6.13594143,6.063779289,5.592764911,6.041826385,6.095509673,5.857283926,6.244819589,6.033150668,5.614642374,5.949201997,5.987687235,6.209783247,6.009054075,6.1892695,6.113011759,6.320072712,6.103919729,6.120606414
210,6.142568599,6.010287922,5.813862999,6.160629756,6.005612184,5.978549596,5.986120879,6.051291928,5.69946988,5.92047012,6.198439562,5.920904023,6.067602561,6.005865509,5.747893854,6.138413978,6.023804893,5.895356673,5.783238225,6.204070526,5.878494604,5.754752825,5.701718635,5.866710152,5.946254981,6.171439732,6.20028838,6.347426315,5.632893326,5.717023061
211,5.974692917,6.196190014,6.115727675,6.083918968,5.961661125,6.225249261,6.104368202,6.144745611,6.228702654,6.074524412,5.877439408,5.803512896,6.268823146,6.001593864,5.807309838,6.209230064,6.108463325,5.652086784,5.820016643,5.678657376,6.164220282,5.842933318,6.159503819,5.565388841,6.070189491,6.099236925,6.068238082,6.118485794,6.204118948,6.197662013
212,6.242155573,5.737153,5.686684536,5.848061291,6.179255675,6.13488615,5.94920122,5.607511303,5.960227202,6.278720529,5.830149683,6.042520634,5.984388654,6.16060976,6.064383176,5.947679105,5.792439808,6.180076985,6.160687813,6.165475777,6.186156197,6.099082558,5.915491949,6.111161411,6.249162129,6.027079269,6.1880273,6.295723675,5.770630136,6.081512171
213,6.246900215,6.02513636,5.671582824,6.324489923,6.087345388,6.037579319,5.833443621,5.826955034,6.199336212,6.332163822,6.174995758,5.820149286,6.315619397,6.019331345,5.677338023,6.361418266,6.109168337,5.885754044,5.79618945,6.001839536,6.052316231,5.939353517,5.995114674,5.896249177,6.121788943,5.836983193,6.224238872,6.027093174,5.617337008,6.233200717
214,6.023877716,6.148029671,5.764365756,6.270299221,5.787844162,5.891099533,6.00972781,6.191590188,5.875666698,6.004339948,5.746581933,5.696349487,6.292880491,5.904234337,6.168646489,5.817720668,5.761194541,5.730879314,6.358255574,5.769590883,6.141059626,6.25576242,5.915563102,6.028496559,5.922549569,5.650023888,5.782471833,6.080740137,5.982615631,5.763238139
215,6.324897042,5.847429877,5.659776278,6.053624431,6.025726141,6.044515983,5.814388576,6.008044086,6.014854893,6.288309766,6.129265439,5.685058966,5.983557538,5.758223999,6.074447662,5.883046556,5.748905227,6.195751317,6.124447938,6.022306709,6.009994396,5.804065745,6.11557381,6.190293065,6.213059359,6.052791347,5.824646585,6.379731979,5.732707704,6.188756737
216,6.341937545,6.243096882,6.234429225,6.339108808,5.834886842,5.718380415,6.30901064,5.708918066,5.909249562,6.27534703,5.712850682,6.250689466,6.184220979,6.139685795,5.665442827,6.220606527,6.034848912,6.248230321,6.114711778,5.881470536,5.754781276,6.343081543,5.590196996,5.713984051,6.369552719,5.616789273,5.874195308,6.185701246,5.956346127,5.94641743
217,6.269635481,6.175538658,5.863017043,5.89049051,5.88891408,5.842675039,5.954163792,5.814366368,6.256014507,6.082955236,6.246978424,5.732295289,6.071706153,5.803062268,6.203990577,6.066884603,6.253250874,5.861434228,6.24972058,5.901945984,6.074247769,5.844065723,5.802391065,5.810767619,6.34587917,6.042258303,5.719470506,6.368661077,6.177039412,6.030336932
218,6.043435133,6.100337842,6.146030723,5.861231077,5.708254421,5.999776602,6.036272387,6.054599051,5.806805168,5.819012517,6.217770736,5.762982921,6.074491816,5.700745749,6.16628808,6.069426143,6.060681116,5.822549073,5.897240372,6.169558692,6.212722767,6.312735383,5.918851089,5.620318926,6.304580015,5.781543338,5.624271618,5.987824849,5.861095955,5.928056028
219,6.19781276,6.061170876,6.07955062,6.295306115,6.119097643,6.058326014,6.173060091,5.953329556,5.740778513,5.960798599,5.659152679,6.264963465,5.859648318,6.124080813,5.667743096,6.050251875,5.801846448,6.158701175,6.241407227,6.082147694,5.648172574,6.134632951,5.977631498,6.04512843,6.037667238,5.947367165,6.003027263,6.366433609,5.671305446,6.215668724
220,5.885775995,6.029008636,6.022537693,6.16127078,5.855939474,6.231560886,6.428121982,6.139258119,6.109788948,5.953600301,5.920108966,5.991605549,6.191724052,6.023879984,6.159212417,6.075531948,6.200756618,6.105277211,6.378719771,5.880123954,6.234351118,6.080477489,6.243661389,5.669921025,6.152613209,5.933396757,5.586143947,6.077879027,5.980278827,6.276435617
221,5.888118328,6.174572868,5.630217466,5.832065647,5.771435894,5.854382747,6.183820621,6.113564665,6.098552641,6.308248375,6.213323181,6.081416651,6.222644614,5.730335677,6.108040667,6.282341093,6.180719521,6.235437748,6.292142479,5.826497675,6.136323261,6.150224136,5.944872997,6.245600385,5.959875603,6.21598479,5.831868345,6.280357,5.721224828,6.126532326
222,6.366333312,6.270044766,6.253753357,5.896323378,6.283720947,6.268069209,6.24105781,5.853858265,6.228451535,5.918526597,5.804000202,5.904778338,6.096770816,5.71872667,6.281891869,6.168592964,5.94060727,5.842966275,6.339849695,6.046701946,5.824583653,6.041910109,5.752019246,6.071880462,6.044592764,5.741976059,6.289833893,6.13894598,6.190236537,5.852578495
223,6.064202145,6.094292372,5.843399422,6.276131602,5.818260229,6.02243268,6.359778605,6.033528979,5.985099201,6.304892696,6.291900813,6.142573089,5.909724155,5.917684021,6.091274846,5.866303439,6.129437541,6.136234926,6.096487404,5.993214558,5.850634945,6.226027822,6.047044782,6.078311492,6.192135129,6.286777772,6.25962119,5.912713834,5.713805524,6.197829469
224,6.127895571,5.86382592,6.076440611,6.365411211,6.216279947,6.105696606,5.918825646,6.289457276,6.043344753,5.814587934,5.605478001,5.977669072,6.237759177,5.834960687,5.988044992,5.835673738,5.995651547,5.912903134,6.082380519,6.209858545,5.942618819,6.386728889,6.032824758,5.984028199,6.149452282,5.838958556,5.996858701,6.204530988,6.232595123,5.966007996
225,5.924920231,5.948676985,6.086888631,6.076397869,6.040092896,6.271542835,6.177592989,6.243243146,6.06844632,6.176774523,6.271628177,6.130310072,6.222012416,5.97049874,6.274464729,6.238462031,5.622693832,6.090175945,6.157962646,5.748581456,6.075296441,6.275443838,5.855272021,6.086487836,5.903309558,6.084194901,6.019033303,6.022720946,6.002343027,5.717535007
226,6.051184314,5.732369821,5.730020224,5.980460501,5.959311415,6.154326389,6.384705496,5.969395387,6.12790105,6.348879331,6.024449122,5.968524254,5.866444016,6.176793721,5.725685305,6.264018463,6.306333183,6.226165766,6.145273867,6.219011119,5.673801921,6.106662097,5.650213761,5.876915197,5.851987611,5.885837093,6.06696094,6.31219786,5.906824137,5.751465309
227,6.232179957,6.246653752,6.238777425,6.22626155,6.138245336,6.138495798,6.172140197,5.984154924,5.662125404,6.373952072,6.043495109,5.764882563,5.923311954,6.122808219,5.956580376,6.248891286,6.246086958,5.791255806,6.095284611,6.253211701,5.846400895,6.355494156,6.246631818,6.209335283,6.176539229,6.127280864,6.290839295,6.291580032,6.143594124,5.770177608
228,6.358674455,5.65631826,6.24541045,6.096240133,6.290424155,6.237354588,6.278655914,5.734724618,5.974571913,6.287058985,6.187427743,5.962687289,6.37227348,5.653671506,5.981729555,6.397018504,6.008106737,6.257066033,6.424115672,6.123094197,5.693012854,6.224135199,6.113665479,6.209393854,5.980558784,6.245375095,6.06866007,6.261123397,6.187341831,6.216226607
